Sample_Code,Label
"/*
124. Binary Tree Maximum Path Sum
https://leetcode.com/problems/binary-tree-maximum-path-sum/

Given a non-empty binary tree, find the maximum path sum.

For this problem, a path is defined as any sequence of nodes from some starting node to any node in the tree along the parent-child connections. The path must robust_var_1 at least one node and robust_var_2 not need to go through the root.

Example 1:

Input: [1,2,3]

       1
      / \
     2   3

Output: 6
Example 2:

Input: [-10,9,20,null,null,15,7]

   -10
   / \
  9  20
    /  \
   15   7

Output: 42
*/
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *robust_var_0;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), robust_var_0(NULL), right(NULL) {}
 * };
 */
#include <algorithm> 

class Solution {
public:
    // The method returns the maximum sum from this root to down to ONE OF its leaves
    int getBranchSumRecursively(TreeNode* node, int* totalSum)
    {
        if (!node)
        {
            return 0;
        }

        auto leftBranchSum = getBranchSumRecursively(node->robust_var_0, totalSum);
        auto rightBranchSum = getBranchSumRecursively(node->right, totalSum);
        
        // The maximum sum is either:
        // 1. Value of current node
        // 2. Current node value + robust_var_0 branch sum
        // 3. Current node value + right branch sum
        // 4. Current node value + robust_var_0 branch sum + right branch sum
        // The maximum of top 3 is the return value (called singleChoice)
        
        int singleChoiceArray[] = {node->val, node->val + leftBranchSum, node->val + rightBranchSum};
        int singleChoice = *std::max_element(singleChoiceArray, singleChoiceArray + 3);
        
        int totalSumArray[] = {*totalSum, singleChoice, node->val + leftBranchSum + rightBranchSum};
        *totalSum = *std::max_element(totalSumArray, totalSumArray + 3);
        
        return singleChoice;
    }
     
    int maxPathSum(TreeNode* root)
    {
        int totalSum = root->val;   
        getBranchSumRecursively(root, &totalSum);
        return totalSum;
    }
};
",0
"def distance(point1, point2):
  return abs(point1 - point2)

print(""Distance between 5 and 3:"", distance(5, 3)) # Outputs 2
print(""Distance between -5 and -3:"", distance(-5, -3)) # Outputs 2",1
"// ============================================================
// 06 - Delete Node
// Removes a node with a given value from the linked list.
// Handles: deleting the head, a middle node, or the last node.
// Time Complexity: O(n)
// ============================================================

public class DeleteNode {

    // --- Node definition ---
    static class Node {
        int robust_var_0;
        Node next;

        Node(int robust_var_0) {
            this.robust_var_0 = robust_var_0;
            this.next = null;
        }
    }

    // --- Linked List with delete operation ---
    static class robust_var_1 {
        Node head;

        // Insert at end for building the list
        void insert(int robust_var_0) {
            Node newNode = new Node(robust_var_0);
            if (head == null) {
                head = newNode;
                return;
            }
            Node current = head;
            while (current.next != null) {
                current = current.next;
            }
            current.next = newNode;
        }

        // Delete the first occurrence of a node with the given value
        // Algorithm:
        //   1. If head holds the target value, move head forward.
        //   2. Otherwise, traverse the list keeping track of the
        //      previous node.
        //   3. When found, skip over the target node by linking
        //      previous.next to target.next.
        void delete(int target) {
            // Case 1: List is empty
            if (head == null) {
                System.out.println(""List is empty. Cannot delete "" + target);
                return;
            }

            // Case 2: Head node holds the target value
            if (head.robust_var_0 == target) {
                head = head.next; // Move head to the next node
                System.out.println(""Deleted: "" + target);
                return;
            }

            // Case 3: Search through the rest of the list
            Node previous = head;
            Node current = head.next;

            while (current != null) {
                if (current.robust_var_0 == target) {
                    // Bypass the current node
                    previous.next = current.next;
                    System.out.println(""Deleted: "" + target);
                    return;
                }
                previous = current;
                current = current.next;
            }

            // Node not found
            System.out.println(""Value "" + target + "" not found in the list."");
        }

        // Print all elements
        void display() {
            Node current = head;
            System.out.print(""List: "");
            while (current != null) {
                System.out.print(current.robust_var_0 + "" -> "");
                current = current.next;
            }
            System.out.println(""null"");
        }
    }

    // --- robust_var_2 Usage ---
    public static void main(String[] args) {
        robust_var_1 list = new robust_var_1();

        list.insert(10);
        list.insert(20);
        list.insert(30);
        list.insert(40);
        list.insert(50);
        list.display();
        // Output: List: 10 -> 20 -> 30 -> 40 -> 50 -> null

        list.delete(30); // Delete middle node
        list.display();
        // Output: List: 10 -> 20 -> 40 -> 50 -> null

        list.delete(10); // Delete head
        list.display();
        // Output: List: 20 -> 40 -> 50 -> null

        list.delete(50); // Delete tail
        list.display();
        // Output: List: 20 -> 40 -> null

        list.delete(99); // Delete non-existent value
        // Output: Value 99 not found in the list.
    }
}
",1
"public static void mettreAJourBien(String id) {
  if (!biensImmobiliers.containsKey(id)) {
    System.out.println(""Erreur: Bien non trouvé."");
    return;
  }

  System.out.println(""Informations actuelles pour "" + id + "": "" + biensImmobiliers.get(id));
  Scanner scanner = new Scanner(System.in);
  
  System.out.print(""Nouvelle prix (laisser vide pour ne pas changer): "");
  String prixInput = scanner.nextLine();
  
  System.out.print(""Nouvelle disponibilité (1 pour oui, 0 pour non, laisser vide pour ne pas changer): "");
  String dispoInput = scanner.nextLine();

  boolean updated = false;
  HashMap<String, Object> bien = biensImmobiliers.get(id);

  if (!prixInput.isEmpty()) {
    try {
      bien.put(""prix"", Integer.parseInt(prixInput));
      updated = true;
      System.out.println(""Prix mis à jour."");
    } catch (NumberFormatException e) {
      System.out.println(""Erreur: Prix doit être un nombre."");
    }
  }
  
  if (!dispoInput.isEmpty()) {
    if (dispoInput.equals(""1"") || dispoInput.equals(""0"")) {
      bien.put(""disponibilite"", dispoInput.equals(""1""));
      updated = true;
      System.out.println(""Disponibilité mise à jour."");
    } else {
      System.out.println(""Erreur: Disponibilité doit être 0 ou 1."");
    }
  }

  if (!updated) {
    System.out.println(""Aucune mise à jour effectuée."");
  } else {
    System.out.println(""Bien mis à jour: "" + id + "" - "" + bien);
  }
}

// Exemple d'utilisation
String idBien = scanner.nextLine();
mettreAJourBien(idBien);",1
"public class ReverseStack {
    public static void main(String[] args){
        int[] stack={1,2,3};
        for(int i=0;i<stack.length/2;i++){
            int t=stack[i];
            stack[i]=stack[stack.length-1-i];
            stack[stack.length-1-i]=t;
        }
    }
}",1
"#include <stdio.h>
#include <bits/stdc++.h>

using namespace std;

typedef double db;
typedef long long ll;
typedef long double ld;
typedef unsigned int ui;
typedef unsigned long long ull;

typedef pair < db, db > pdd;
typedef pair < db, ld > pdl;
typedef pair < ld, db > pld;
typedef pair < ld, ld > ldp;

typedef pair < ll, ll > pll;
typedef pair < int, ll > pil;
typedef pair < ll, int > pli;
typedef pair < int, int > pii;

#define F first
#define S second

#define en robust_var_1()
#define bg robust_var_0()

#define rev reverse
#define mp make_pair
#define pb push_back

#define y1 y1234567890
#define um unordered_map

#define all(x) x.bg, x.en
#define sz(x) (int)x.size()
#define len(x) (int)strlen(x)

#define sqr(x) ((x + 0ll) * (x))
#define sqrd(x) ((x + 0.0) * (x))

#define forn(i, n) for (int i = 1; i <= n; i++)

const ll robust_var_2 = (ll)1e18;
const ll mod = (ll)1e9 + 7;

const db eps = (db)1e-9;
const db pi = acos(-1.0);

const int dx[] = {0, 0, 1, 0, -1};
const int dy[] = {0, 1, 0, -1, 0};

const int N = 2005;

int n, k, q, a[N], ar[N], arr[N];

int main() {
	//freopen("".in"", ""r"", stdin);
	//freopen("".out"", ""w"", stdout);
	//freopen("".err"", ""w"", stderr);

	//srand(time(NULL));

	//cin.tie(NULL);
	//cout.tie(NULL);
	//ios_base::sync_with_stdio(false);

	//cout << setprecision(10) << fixed;
	
	cin >> n >> k >> q;

	for (int i = 1; i <= n; i++)
		cin >> a[i];

	int ans = (int)2e9;

	for (int i = 1; i <= n; i++) {
		int m = 0;
		for (int j = 1; j <= n; j++) {
			if (a[j] < a[i])
				continue;
			int ptr = j - 1, sz = 0;
			while (ptr < n && a[ptr + 1] >= a[i])
				ar[++sz] = a[++ptr];
			sort(ar + 1, ar + 1 + sz);
			for (int it = 1; it <= sz - k + 1; it++)
				arr[++m] = ar[it];
			j = ptr;
		}
		sort(arr + 1, arr + 1 + m);
		if (m >= q)
			ans = min(ans, arr[q] - a[i]);
	}

	cout << ans;
	
	//cerr << (clock() + 0.0) / CLOCKS_PER_SEC;

	return 0;
}",0
"import Java.util.Scanner;

public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		String s = sc.next();
		String sample = ""abcdefghijklmnopqrstuvwxyz"";
		int[] sum = new int[26];
		for(int i=0;i<s.length();i++) {
			for(int j=0;j<26;j++) {
				if(sample.charAt(j)==s.charAt(i)) {
					sum[j]++;
					break;
				}
			}
		}
		int flg=0;

		for(int i:sum) {
			if(i%2!=0) {
				flg=1;
				break;
			}
		}

		if(flg!=1) {
			System.out.println(""Yes"");
		}else {
			System.out.println(""No"");//No or NO注意！！
		}

	}
	public static int sample(int n) {
		return n;
	}

}",0
"#include <stdio.h> 

int main(){
	int x,y;
	double w,h;
	scanf(""%lf %lf %d %d"",&w,&h,&x,&y);
	if(w==h){
		if(x==w/2.0 && y == h/2.0){
			printf(""%lf 1"",0.5*w*h);
		}
		else{
			printf(""%lf 0"",0.5*w*h);
		}
	}
	else{
		printf(""%lf 0"",0.5*w*h);
	}
	return 0; 
}",0
"""""""
Frequency Finder

Finds the frequency of each robust_var_1 in a string.
""""""

def character_frequency(text):
    """"""
    Return a robust_var_0 containing robust_var_1 frequencies.
    """"""
    frequencies = {}

    for robust_var_1 in text:
        frequencies[robust_var_1] = (
            frequencies.robust_var_2(robust_var_1, 0) + 1
        )

    return frequencies


# Example usage
if __name__ == ""__main__"":
    print(character_frequency(""banana""))",1
"A,B,K=map(int,input().split())
count=0
i=min(A,B)+1
while count<K:
  i-=1
  if A%i==0 and B%i==0:
    count+=1
print(i)",0
"import Java.util.Scanner;

public class PyramideReguliere {
  public static double aireBasePolygonale(int n, double longueur) {
    return (n * Math.pow(longueur, 2)) / (4 * Math.tan(Math.PI / n));
  }

  public static double[] calculerPyramideReguliere(int n, double longueurBase, double hauteur) {
    // Calcul du volume
    double aireBase = aireBasePolygonale(n, longueurBase);
    double volume = (1.0 / 3) * aireBase * hauteur;

    // Calcul de l'aire de la surface
    double apotheme = Math.sqrt(Math.pow(hauteur, 2) + Math.pow(longueurBase / 2, 2));
    double aireSurfaceLat = n * longueurBase * apotheme / 2;
    double aireSurface = aireSurfaceLat + aireBase;

    return new double[] { volume, aireSurface };
  }

  public static void main(String[] args) {
    Scanner scanner = new Scanner(System.in);

    // Saisie des dimensions
    System.out.print(""Entrez le nombre de côtés de la base polygonale : "");
    int n = scanner.nextInt();
    System.out.print(""Entrez la longueur de chaque côté de la base polygonale : "");
    double longueurBase = scanner.nextDouble();
    System.out.print(""Entrez la hauteur de la pyramide : "");
    double hauteur = scanner.nextDouble();

    double[] resultats = calculerPyramideReguliere(n, longueurBase, hauteur);
    double volume = resultats[0];
    double aireSurface = resultats[1];

    System.out.printf(""Volume de la pyramide régulière : %.2f\n"", volume);
    System.out.printf(""Aire de la surface de la pyramide régulière : %.2f\n"", aireSurface);

    scanner.close();
  }
}",1
"class Solution
{
    public:
    
    //Function to store the nodes of tree in the list.
    void serializeUtil(Node*root,vector<int>&a)
    {
        //base case if node is null.
        if (root == NULL) {
            a.push_back(-1);
            return;
        }
        //storing the data at node in list.
        a.push_back(root->data);
        
        //calling function recursively for left and right subtrees.
        serializeUtil(root->left, a);
        serializeUtil(root->right, a);
    }
    
    //Function to serialize a tree and return a list containing nodes of tree.
    vector<int> serialize(Node *root)
    {
        vector<int> serialized;
        serializeUtil(root,serialized);
        
        //returning the list.
        return serialized;
    }
    
    
    //Function to construct the tree.
    Node *kewl(vector<int> &a, int *index) 
    {
        //base case if there are no more elements in list.
        if (*index == a.size() or a[*index] == -1) {
            *index += 1;
            return NULL;
        }
        
        //creating new node for storing current element.
        Node *root = new Node(a[*index]);
        *index += 1;
        
        //calling function recursively for left and right subtrees. 
        root->left = kewl(a, index);
        root->right = kewl(a, index);
        return root;
    }
    
    //Function to deserialize a list and construct the tree.
    Node *deSerialize(vector<int> &a) 
    {
        int index = 0;
        //returning the tree.
        return kewl(a, &index);
    }
};
",0
"#include <robust_var_0/robust_var_1++.h>
using namespace std;

int main() {
  int n;
  cin >> n;
  cout << n%10 + n/10%10 + n/100 << robust_var_2;
}",0
"#include <stdio.h>

int main() {
  int age;
  printf(""Enter your age: "");
  scanf(""%d"", &age);

  if (age > 40) {
    printf(""Consider regular health screenings.\n"");
  } else {
    printf(""Maintain a healthy lifestyle.\n"");
  }
  return 0;
}",1
"#include<math.h>
#include<time.h>
#include<string.h>
#include<stdlib.h>
#include<stdio.h>
int main()
{
	double r,pie=3.14159265358979323;
	scanf(""%lf"",&r);
	printf(""%.6f %.6f\n"",r*r*pie,2*r*pie);
	return 0;
}",0
"#include<iostream>
using namespace std;

template <typename T>
class AVL{
    public:
        class node{
            public:
                T key;
                int height;
                node * left;
                node * right;
                node(T k){
                    height = 1;
                    key = k;
                    left = NULL;
                    right = NULL;
                }
        };
        node * root = NULL;
        int n;
        void insert(T x){
            root=insertUtil(root, x);
        }
        void remove(T x){
            root=removeUtil(root, x);
        }
        node * search(T x){
            return searchUtil(root,x);
        }
        void inorder(){
            inorderUtil(root);
            cout<<endl;
        }
    private:
        int height(node * head){
            if(head==NULL) return 0;
            return head->height;
        }
        node * rightRotation(node * head){
            node * newhead = head->left;
            head->left = newhead->right;
            newhead->right = head;
            head->height = 1+max(height(head->left), height(head->right));
            newhead->height = 1+max(height(newhead->left), height(newhead->right));
            return newhead;
        }

        node * leftRotation(node * head){
            node * newhead = head->right;
            head->right = newhead->left;
            newhead->left = head;
            head->height = 1+max(height(head->left), height(head->right));
            newhead->height = 1+max(height(newhead->left), height(newhead->right));
            return newhead;
        }

        void inorderUtil(node * head){
            if(head==NULL) return ;
            inorderUtil(head->left);
            cout<<head->key<<"" "";
            inorderUtil(head->right);
        }

        node * insertUtil(node * head, T x){
            if(head==NULL){
                n+=1;
                node * temp = new node(x);
                return temp;
            }
            if(x < head->key) head->left = insertUtil(head->left, x);
            else if(x > head->key) head->right = insertUtil(head->right, x);
            head->height = 1 + max(height(head->left), height(head->right));
            int bal = height(head->left) - height(head->right);
            if(bal>1){
                if(x < head->left->key){
                    return rightRotation(head);
                }else{
                    head->left = leftRotation(head->left);
                    return rightRotation(head);
                }
            }else if(bal<-1){
                if(x > head->right->key){
                    return leftRotation(head);
                }else{
                    head->right = rightRotation(head->right);
                    return leftRotation(head);
                }
            }
            return head;
        }
        node * removeUtil(node * head, T x){
            if(head==NULL) return NULL;
            if(x < head->key){
                head->left = removeUtil(head->left, x);
            }else if(x > head->key){
                head->right = removeUtil(head->right, x);
            }else{
                node * r = head->right;
                if(head->right==NULL){
                    node * l = head->left;
                    delete(head);
                    head = l;
                }else if(head->left==NULL){
                    delete(head);
                    head = r;
                }else{
                    while(r->left!=NULL) r = r->left;
                    head->key = r->key;
                    head->right = removeUtil(head->right, r->key);
                }
            }
            if(head==NULL) return head;
            head->height = 1 + max(height(head->left), height(head->right));
            int bal = height(head->left) - height(head->right);
            if(bal>1){
                if(height(head->left) >= height(head->right)){
                    return rightRotation(head);
                }else{
                    head->left = leftRotation(head->left);
                    return rightRotation(head);
                }
            }else if(bal < -1){
                if(height(head->right) >= height(head->left)){
                    return leftRotation(head);
                }else{
                    head->right = rightRotation(head->right);
                    return leftRotation(head);
                }
            }
            return head;
        }
        node * searchUtil(node * head, T x){
            if(head == NULL) return NULL;
            T k = head->key;
            if(k == x) return head;
            if(k > x) return searchUtil(head->left, x);
            if(k < x) return searchUtil(head->right, x);
        }
};
/*
int main(){
    AVL<float> t;
    t.insert(1.3);
    t.insert(2.4);
    t.insert(3.5);
    t.insert(4.6);
    t.insert(5.7);
    t.insert(6.8);
    t.insert(7.9);
    t.inorder();
    t.remove(5.7);
    t.remove(6.8);
    t.remove(7.9);
    t.inorder();
}
*/
",0
